,city,country,coord,id,lng,lat,currentDate,currentTemp,currentHumidity,currentClouds,currentWind
0,hithadhoo,mv,"{'lon': 73.083328, 'lat': -0.6000000000000001}",1282256,73.08,-0.6,1523724954,84.89,100,32,5.23
1,barrow,us,"{'lon': -156.788727, 'lat': 71.290581}",5880054,-156.79,71.29,1523721180,-7.61,91,90,6.93
2,saskylakh,ru,"{'lon': 114.083328, 'lat': 71.916672}",2017155,114.08,71.92,1523724955,15.41,84,92,17.09
3,ondjiva,ao,"{'lon': 15.73333, 'lat': -17.066669}",3346821,15.73,-17.07,1523724955,73.19,77,44,3.89
4,arraial do cabo,br,"{'lon': -42.027779, 'lat': -22.96611}",3471451,-42.03,-22.97,1523725200,82.4,78,75,9.17
5,kununurra,au,"{'lon': 128.733337, 'lat': -15.76667}",2068110,128.73,-15.77,1523723400,78.8,88,36,6.35
6,punta arenas,cl,"{'lon': -70.916672, 'lat': -53.150002}",3874787,-70.92,-53.15,1523721600,53.73,66,0,4.7
7,yellowknife,ca,"{'lon': -114.352547, 'lat': 62.456001}",6185377,-114.35,62.46,1523721600,32.0,100,20,8.05
8,bredasdorp,za,"{'lon': 20.04031, 'lat': -34.53215}",1015776,20.04,-34.53,1523721600,66.2,68,20,9.17
9,nhulunbuy,au,"{'lon': 136.766663, 'lat': -12.23333}",2064735,136.77,-12.23,1523723400,78.8,88,0,4.7
10,tasiilaq,gl,"{'lon': -37.636761, 'lat': 65.61451}",3424607,-37.64,65.61,1523721000,32.0,99,90,24.16
11,ushuaia,ar,"{'lon': -68.300003, 'lat': -54.799999}",3833367,-68.3,-54.8,1523721600,49.8,62,0,12.91
12,rikitea,pf,"{'lon': -134.969177, 'lat': -23.120279}",4030556,-134.97,-23.12,1523724960,79.4,100,92,16.98
13,cape town,za,"{'lon': 18.42322, 'lat': -33.925838}",3369157,18.42,-33.93,1523721600,64.4,68,20,24.16
14,hami,cn,"{'lon': 93.449997, 'lat': 42.799999}",1529484,93.45,42.8,1523724961,40.61,42,0,2.21
15,mastic beach,us,"{'lon': -72.852051, 'lat': 40.766769}",5126209,-72.85,40.77,1523722500,62.62,72,1,8.05
16,vaitupu,wf,"{'lon': -176.1917035, 'lat': -13.2308863}",0,-176.19,-13.23,1523724962,80.84,100,68,17.38
17,port alfred,za,"{'lon': 26.891041, 'lat': -33.590569}",964432,26.89,-33.59,1523724962,70.13,90,88,8.03
18,barentsburg,sj,"{'lon': 14.2334597, 'lat': 78.0648475}",0,14.23,78.06,1523722800,30.2,63,75,17.22
19,hermanus,za,"{'lon': 19.234461, 'lat': -34.418701}",3366880,19.23,-34.42,1523724963,62.75,74,0,6.08
20,atuona,pf,"{'lon': -139.033325, 'lat': -9.8}",4020109,-139.03,-9.8,1523724964,81.65,100,92,20.33
21,busselton,au,"{'lon': 115.370796, 'lat': -33.684769}",7839477,115.37,-33.68,1523724964,58.34,100,0,8.43
23,carnarvon,au,"{'lon': 113.633331, 'lat': -24.866671}",2074865,113.63,-24.87,1523724965,76.34,88,20,16.2
24,wagar,sd,"{'lon': 36.203201, 'lat': 16.1525}",364027,36.2,16.15,1523724966,86.15,11,0,16.82
25,lompoc,us,"{'lon': -120.457939, 'lat': 34.639149}",5367788,-120.46,34.64,1523723700,60.28,51,1,3.85
27,ponta do sol,cv,"{'lon': -25.091921, 'lat': 17.199421}",3374346,-25.09,17.2,1523724967,69.68,100,24,19.17
28,jamestown,sh,"{'lon': -5.71675, 'lat': -15.93872}",3370903,-5.72,-15.94,1523724711,75.17,100,68,15.82
29,isangel,vu,"{'lon': 169.266663, 'lat': -19.549999}",2136825,169.27,-19.55,1523724968,79.22,100,92,17.6
30,dikson,ru,"{'lon': 80.546387, 'lat': 73.506943}",1507390,80.55,73.51,1523724969,10.82,84,44,4.0
31,mikkeli,fi,"{'lon': 27.25, 'lat': 61.666672}",646006,27.25,61.67,1523722800,53.6,32,0,3.36
34,caravelas,br,"{'lon': -39.248138, 'lat': -17.712549}",3466980,-39.25,-17.71,1523724970,79.58,100,36,10.83
35,pisco,pe,"{'lon': -76.216667, 'lat': -13.7}",3932145,-76.22,-13.7,1523721600,71.6,83,0,8.05
36,kumbhraj,in,"{'lon': 77.050003, 'lat': 24.366671}",1265670,77.05,24.37,1523724971,68.6,80,88,4.74
37,gao,ml,"{'lon': -0.04472, 'lat': 16.271669}",2457163,-0.04,16.27,1523724972,95.24,15,0,8.25
38,seymchan,ru,"{'lon': 152.433334, 'lat': 62.883331}",2121373,152.43,62.88,1523724972,-0.44,63,48,2.39
39,hilo,us,"{'lon': -155.089996, 'lat': 19.729719}",5855927,-155.09,19.73,1523723580,66.2,100,90,6.93
40,east london,za,"{'lon': 27.911619, 'lat': -33.015289}",1006984,27.91,-33.02,1523721600,68.0,88,75,2.24
41,nikolskoye,ru,"{'lon': 166.0015368, 'lat': 55.1981604}",0,166.0,55.2,1523724973,32.51,100,92,31.52
42,yarega,ru,"{'lon': 53.5765, 'lat': 63.435429}",468991,53.58,63.44,1523724974,36.92,71,68,10.11
43,turangi,nz,"{'lon': 175.933334, 'lat': -39}",2180737,175.93,-39.0,1523724974,46.19,100,92,3.0
44,talara,pe,"{'lon': -81.271942, 'lat': -4.5772200000000005}",3691582,-81.27,-4.58,1523721600,87.8,48,0,8.05
45,sinnamary,gf,"{'lon': -52.958599, 'lat': 5.3775}",6690707,-52.96,5.38,1523724975,78.77,100,64,10.33
47,san luis,ar,"{'lon': -66.335632, 'lat': -33.29501}",3837056,-66.34,-33.3,1523724976,75.44,41,0,11.56
48,ngorongoro,tz,"{'lon': 35.487469, 'lat': -3.23973}",151610,35.49,-3.24,1523724976,61.67,88,64,2.28
49,zhigansk,ru,"{'lon': 123.371109, 'lat': 66.769722}",2012530,123.37,66.77,1523724977,29.45,85,76,10.16
50,bull savanna,jm,"{'lon': -77.590218, 'lat': 17.88678}",3491161,-77.59,17.89,1523724977,83.18,56,44,10.33
51,cerrito,py,"{'lon': -57.666672, 'lat': -27.316669}",3439133,-57.67,-27.32,1523724978,81.47,80,0,11.45
52,ancud,cl,"{'lon': -73.820282, 'lat': -41.86972}",3899695,-73.82,-41.87,1523724979,58.25,79,64,7.87
53,dingle,ie,"{'lon': -10.26889, 'lat': 52.140831}",2964782,-10.27,52.14,1523724979,50.78,86,92,26.71
54,vaini,to,"{'lon': -175.199997, 'lat': -21.200001}",4032243,-175.2,-21.2,1523721600,73.4,69,40,20.4
55,vardo,no,"{'lon': 31.10866, 'lat': 70.370399}",6453313,31.11,70.37,1523724980,34.94,100,44,14.41
57,samusu,ws,"{'lon': -171.4299586, 'lat': -14.0056774}",0,-171.43,-14.01,1523721600,77.0,94,75,10.6
58,jining,cn,"{'lon': 116.58139, 'lat': 35.404999}",1805518,116.58,35.41,1523724981,43.67,55,0,7.92
60,sorland,no,"{'lon': 12.69343, 'lat': 67.666962}",3137469,12.69,67.67,1523724829,40.88,99,68,6.58
61,wufeng,cn,"{'lon': 104.833328, 'lat': 27.450001}",1784592,104.83,27.45,1523724982,42.23,89,92,3.06
64,dickson,us,"{'lon': -96.984459, 'lat': 34.187321}",4535089,-96.98,34.19,1523722500,46.71,33,40,10.29
66,pilao arcado,br,"{'lon': -42.4940104, 'lat': -10.0055868}",0,-42.49,-10.01,1523724983,86.06,65,8,8.81
67,praia,cv,"{'lon': -23.50868, 'lat': 14.92148}",3374333,-23.51,14.92,1523721600,77.0,53,20,25.28
68,asfi,ma,"{'lon': -9.2272033, 'lat': 32.3008151}",0,-9.23,32.3,1523724984,60.59,87,64,8.88
69,polunochnoye,ru,"{'lon': 60.415279, 'lat': 60.86972}",1494482,60.42,60.87,1523724984,40.79,69,92,15.37
70,brae,gb,"{'lon': -1.35296, 'lat': 60.396351}",2654970,-1.35,60.4,1523722800,46.15,87,92,4.7
71,puerto ayora,ec,"{'lon': -90.351761, 'lat': -0.73931}",3652764,-90.35,-0.74,1523721600,77.0,78,75,12.75
72,tumannyy,ru,"{'lon': 90.3269882, 'lat': 54.0873125}",0,90.33,54.09,1523724986,29.18,78,56,7.65
73,albany,au,"{'lon': 118.123451, 'lat': -34.7099}",7839657,118.12,-34.71,1523724987,54.29,96,76,3.74
75,nha trang,vn,"{'lon': 109.183327, 'lat': 12.25}",1572151,109.18,12.25,1523724987,77.51,100,92,0.98
76,edson,ca,"{'lon': -116.435593, 'lat': 53.58345}",5946820,-116.44,53.58,1523721600,41.0,60,1,3.36
77,kavaratti,in,"{'lon': 72.642029, 'lat': 10.56688}",1267390,72.64,10.57,1523724988,86.87,100,0,2.77
78,kuala selangor,my,"{'lon': 101.25, 'lat': 3.35}",1732891,101.25,3.35,1523721600,80.6,88,75,1.12
79,nguiu,au,"{'lon': 130.6330634, 'lat': -11.7608881}",0,130.63,-11.76,1523724989,82.19,100,80,10.6
80,grand river south east,mu,"{'lon': 57.78141199999999, 'lat': -20.2888094}",0,57.78,-20.29,1523721600,78.8,74,75,18.34
81,deputatskiy,ru,"{'lon': 139.899994, 'lat': 69.300003}",2028164,139.9,69.3,1523724990,-7.01,57,8,2.73
82,nome,us,"{'lon': -165.406387, 'lat': 64.501106}",5870133,-165.41,64.5,1523721180,19.4,92,1,2.33
83,grand gaube,mu,"{'lon': 57.660831, 'lat': -20.00639}",934479,57.66,-20.01,1523721600,78.8,74,75,18.34
84,arlit,ne,"{'lon': 7.38528, 'lat': 18.73694}",2447513,7.39,18.74,1523724992,91.37,16,0,7.58
85,ponta delgada,pt,"{'lon': -25.66667, 'lat': 37.73333}",3372783,-25.67,37.73,1523723400,60.8,72,20,18.34
87,new norfolk,au,"{'lon': 147.058701, 'lat': -42.782612}",2155415,147.06,-42.78,1523723400,48.2,66,75,18.34
88,rio gallegos,ar,"{'lon': -69.218132, 'lat': -51.622608}",3838859,-69.22,-51.62,1523721600,59.0,41,0,9.17
89,ilulissat,gl,"{'lon': -51.099998, 'lat': 69.216667}",3423146,-51.1,69.22,1523721000,17.6,78,75,10.29
90,komsomolets,kz,"{'lon': 62.070831, 'lat': 53.745281}",1522348,62.07,53.75,1523724994,26.84,78,0,9.1
91,belushya guba,ru,"{'lon': 52.32027799999999, 'lat': 71.54555599999999}",0,52.32,71.55,1523724995,23.33,80,0,23.69
92,saint george,bm,"{'lon': -64.676392, 'lat': 32.384171}",3573062,-64.68,32.38,1523721300,71.6,68,20,11.41
94,makungu,tz,"{'lon': 35.283329, 'lat': -8.73333}",155093,35.28,-8.73,1523724996,66.62,98,92,1.39
95,huarmey,pe,"{'lon': -78.152222, 'lat': -10.06806}",3939168,-78.15,-10.07,1523724996,79.85,49,8,4.56
96,castro,cl,"{'lon': -73.773193, 'lat': -42.472099}",3896218,-73.77,-42.47,1523724997,57.62,79,88,6.87
97,bababe,mr,"{'lon': -13.9463043, 'lat': 16.3460472}",0,-13.95,16.35,1523724998,96.41,12,0,6.31
98,qaanaaq,gl,"{'lon': -69.363213, 'lat': 77.483971}",3831208,-69.36,77.48,1523724998,5.78,100,56,3.51
99,umzimvubu,za,"{'lon': 28.9528645, 'lat': -30.7781755}",0,28.95,-30.78,1523724999,55.64,86,76,1.83
100,nara,ml,"{'lon': 135.812183, 'lat': 34.685515}",0,135.81,34.69,1523722740,68.0,94,90,38.03
101,matadi,cd,"{'lon': 13.45, 'lat': -5.81667}",2313002,13.45,-5.82,1523725000,78.95,90,88,3.4
102,santa cruz de la palma,es,"{'lon': -17.76421, 'lat': 28.68351}",2511180,-17.76,28.68,1523723400,69.8,56,20,11.41
104,gorno-chuyskiy,ru,"{'lon': 111.7274595, 'lat': 57.63204529999999}",0,111.73,57.63,1523725001,31.79,70,36,5.23
105,torbay,ca,"{'lon': -52.73135, 'lat': 47.666592}",6167817,-52.73,47.67,1523721600,39.2,78,75,23.04
106,amderma,ru,"{'lon': 61.6636961, 'lat': 69.751221}",0,61.66,69.75,1523725002,21.35,89,64,14.41
107,khani,ru,"{'lon': 119.965, 'lat': 56.933333}",0,119.97,56.93,1523725002,8.39,57,0,1.83
108,manbij,sy,"{'lon': 37.954948, 'lat': 36.528149}",167357,37.95,36.53,1523722800,64.4,52,0,2.24
109,valparaiso,cl,"{'lon': -71.627251, 'lat': -33.039322}",3868626,-71.63,-33.04,1523721600,60.15,67,0,8.05
110,xiuyan,cn,"{'lon': 123.274437, 'lat': 40.292782}",2033602,123.27,40.29,1523725004,42.77,59,12,15.08
111,pevek,ru,"{'lon': 170.313324, 'lat': 69.700829}",2122090,170.31,69.7,1523725004,6.05,49,0,7.36
112,palabuhanratu,id,"{'lon': 106.5475399, 'lat': -6.9852341}",0,106.55,-6.99,1523725005,73.37,99,76,3.4
113,taolanaro,mg,"{'lon': 46.9853688, 'lat': -25.0225309}",0,46.99,-25.02,1523721600,71.6,83,20,17.22
114,sarakhs,ir,"{'lon': 61.1577, 'lat': 36.544899}",1159716,61.16,36.54,1523721600,60.8,67,40,6.93
115,faya,td,"{'lon': 19.1107114, 'lat': 17.9236623}",0,19.11,17.92,1523725006,85.07,10,0,2.84
116,vila franca do campo,pt,"{'lon': -25.42914, 'lat': 37.73661}",8010690,-25.43,37.74,1523723400,60.8,72,20,18.34
118,sibu,my,"{'lon': 111.816673, 'lat': 2.3}",1735902,111.82,2.3,1523721600,78.8,94,75,1.83
119,airai,pw,"{'lon': 134.5690225, 'lat': 7.396611799999999}",0,134.57,7.4,1523721000,79.72,88,90,8.05
120,saint-jean-de-dieu,ca,"{'lon': -69.0462953, 'lat': 48.0035821}",0,-69.05,48.0,1523725009,21.8,61,8,12.39
121,cabo san lucas,mx,"{'lon': -109.912376, 'lat': 22.890881}",3985710,-109.91,22.89,1523720640,73.56,68,5,5.82
122,te anau,nz,"{'lon': 167.716675, 'lat': -45.416672}",2181625,167.72,-45.42,1523724771,25.76,74,8,3.29
123,sur,om,"{'lon': 59.528889, 'lat': 22.566669}",286245,59.53,22.57,1523725010,80.39,90,20,0.38
124,muros,es,"{'lon': -9.05934, 'lat': 42.775372}",6357322,-9.06,42.78,1523723400,53.6,81,75,12.75
126,kapaa,us,"{'lon': -159.318954, 'lat': 22.075211}",5848280,-159.32,22.08,1523721360,72.41,94,90,17.22
127,hobart,au,"{'lon': 147.329407, 'lat': -42.87936}",2163355,147.33,-42.88,1523723400,48.2,66,75,18.34
129,kloulklubed,pw,"{'lon': 134.255615, 'lat': 7.04192}",7671223,134.26,7.04,1523721000,79.68,83,90,5.82
130,bermeo,es,"{'lon': -2.72487, 'lat': 43.420879}",6362365,-2.72,43.42,1523723400,65.03,60,20,8.05
132,kruisfontein,za,"{'lon': 24.731421, 'lat': -34.00333}",986717,24.73,-34.0,1523725013,66.26,90,0,9.44
133,sibolga,id,"{'lon': 98.779198, 'lat': 1.7427000000000001}",1213855,98.78,1.74,1523725013,70.13,100,64,1.54
134,surt,ly,"{'lon': 16.588659, 'lat': 31.20892}",2210554,16.59,31.21,1523725014,72.11,67,92,6.91
135,thompson,ca,"{'lon': -97.855789, 'lat': 55.7435}",6165406,-97.86,55.74,1523721600,24.8,38,40,12.75
136,illoqqortoormiut,gl,"{'lon': -21.9628757, 'lat': 70.48556909999999}",0,-21.96,70.49,1523725015,25.94,100,92,16.08
137,hasaki,jp,"{'lon': 140.833328, 'lat': 35.73333}",2112802,140.83,35.73,1523721600,59.0,93,75,9.17
138,mala,pe,"{'lon': -76.630829, 'lat': -12.65806}",3935572,-76.63,-12.66,1523725015,68.51,88,56,5.01
139,almeirim,br,"{'lon': -52.581669, 'lat': -1.52333}",3407903,-52.58,-1.52,1523725016,89.75,59,32,3.4
140,chuy,uy,"{'lon': -53.46162, 'lat': -33.697071}",3443061,-53.46,-33.7,1523725017,72.29,78,0,13.18
141,vao,nc,"{'lon': 167.483337, 'lat': -22.66667}",2137773,167.48,-22.67,1523725017,76.61,100,48,15.48
142,bokspits,bw,"{'lon': 25.8643725, 'lat': -24.6605595}",0,25.86,-24.66,1523721600,77.0,50,20,2.24
143,boshnyakovo,ru,"{'lon': 142.166672, 'lat': 49.633331}",2126493,142.17,49.63,1523725018,25.67,88,64,4.79
144,butaritari,ki,"{'lon': 172.797394, 'lat': 3.1616}",7521588,172.8,3.16,1523725019,82.55,100,48,7.76
146,tiarei,pf,"{'lon': -149.333328, 'lat': -17.533331}",4033356,-149.33,-17.53,1523723400,78.8,74,40,10.29
147,manzhouli,cn,"{'lon': 117.433327, 'lat': 49.599998}",2035836,117.43,49.6,1523725020,17.39,64,0,2.84
148,palmer,us,"{'lon': -98.257294, 'lat': 41.22224}",5074769,-98.26,41.22,1523722500,27.52,92,90,25.28
152,sitka,us,"{'lon': -135.330002, 'lat': 57.053059}",5557293,-135.33,57.05,1523721360,38.86,80,40,3.36
153,lagoa,pt,"{'lon': -8.45974, 'lat': 37.105049}",8010517,-8.46,37.1,1523723400,60.8,77,20,18.34
158,nuuk,gl,"{'lon': -51.721569, 'lat': 64.183472}",3421319,-51.72,64.18,1523721000,24.8,79,40,8.05
159,akyab,mm,"{'lon': 92.86768610000001, 'lat': 20.1527657}",0,92.87,20.15,1523725022,79.13,93,32,7.14
160,areosa,pt,"{'lon': -8.8404, 'lat': 41.72731}",8013379,-8.84,41.73,1523723400,57.2,62,40,14.99
162,palmerston,au,"{'lon': 130.977966, 'lat': -12.4962}",7839407,130.98,-12.5,1523723400,80.6,94,0,3.36
164,mys shmidta,ru,"{'lon': -179.4311219, 'lat': 68.884224}",0,-179.43,68.88,1523725023,-4.04,79,32,7.81
165,evinayong,gq,"{'lon': 10.55124, 'lat': 1.43677}",2308994,10.55,1.44,1523725024,74.72,85,68,3.29
166,cascais,pt,"{'lon': -9.47189, 'lat': 38.725269}",8012457,-9.47,38.73,1523723400,60.8,59,20,12.75
169,tukrah,ly,"{'lon': 20.5870955, 'lat': 32.5326308}",0,20.59,32.53,1523725025,80.84,47,0,10.89
170,sakakah,sa,"{'lon': 40.1043057, 'lat': 29.87800309999999}",0,40.1,29.88,1523721600,82.4,14,0,11.41
171,muroto,jp,"{'lon': 134.149994, 'lat': 33.283329}",1856392,134.15,33.28,1523725026,66.71,85,92,33.71
172,kavieng,pg,"{'lon': 150.796692, 'lat': -2.57444}",2094342,150.8,-2.57,1523725026,84.35,100,64,11.39
173,quisqueya,do,"{'lon': -69.408142, 'lat': 18.55542}",3494121,-69.41,18.56,1523721600,82.54,83,75,11.41
174,elliot,za,"{'lon': 27.85, 'lat': -31.33333}",1005781,27.85,-31.33,1523725027,48.44,93,44,2.51
175,maamba,zm,"{'lon': 27.15, 'lat': -17.366671}",908718,27.15,-17.37,1523725028,66.71,83,0,2.62
176,balkanabat,tm,"{'lon': 54.36713, 'lat': 39.51075}",161616,54.37,39.51,1523725028,53.57,88,92,2.33
177,khatanga,ru,"{'lon': 102.5, 'lat': 71.966667}",2022572,102.5,71.97,1523725029,8.75,78,36,10.67
178,saint-philippe,re,"{'lon': 55.76667, 'lat': -21.35}",6690301,55.77,-21.35,1523723400,77.0,65,90,13.87
180,moses lake,us,"{'lon': -119.278084, 'lat': 47.130138}",5803990,-119.28,47.13,1523721180,50.0,61,75,6.93
181,ekibastuz,kz,"{'lon': 75.366669, 'lat': 51.666672}",1524325,75.37,51.67,1523725031,40.34,49,80,5.01
182,yongan,cn,"{'lon': 113.68708, 'lat': 39.695709}",1806687,113.69,39.7,1523725031,25.49,64,0,3.0
186,lukovetskiy,ru,"{'lon': 41.921101, 'lat': 64.295601}",533418,41.92,64.3,1523721600,44.6,48,0,6.71
187,vila velha,br,"{'lon': -40.2925, 'lat': -20.329720000000002}",3445026,-40.29,-20.33,1523721600,84.2,70,20,11.41
188,thinadhoo,mv,"{'lon': 72.933327, 'lat': 0.5333300000000001}",1337610,72.93,0.53,1523725033,84.98,100,12,5.01
189,olsztyn,pl,"{'lon': 20.49416, 'lat': 53.779949}",763166,20.49,53.78,1523725033,56.9,67,12,11.34
191,elk river,us,"{'lon': -93.567177, 'lat': 45.303848}",5025471,-93.57,45.3,1523724540,26.85,86,90,19.46
192,gardner,us,"{'lon': -94.927193, 'lat': 38.810840999999996}",4271935,-94.93,38.81,1523724780,39.22,69,90,19.46
195,esperance,au,"{'lon': 121.900002, 'lat': -33.866669}",2071860,121.9,-33.87,1523725034,59.78,95,80,4.29
196,iqaluit,ca,"{'lon': -68.514488, 'lat': 63.750591}",5983720,-68.51,63.75,1523721600,-2.21,70,5,21.92
197,alotau,pg,"{'lon': 150.4587795, 'lat': -10.3157027}",0,150.46,-10.32,1523725035,82.64,96,24,9.26
198,portales,us,"{'lon': -103.334396, 'lat': 34.186192}",5484874,-103.33,34.19,1523721480,44.6,48,1,17.22
199,nanortalik,gl,"{'lon': -45.237148, 'lat': 60.143169}",3421765,-45.24,60.14,1523725036,27.29,100,0,10.27
200,geraldton,au,"{'lon': 114.599998, 'lat': -28.76667}",2070998,114.6,-28.77,1523723400,55.4,87,20,6.93
201,cam pha,vn,"{'lon': 107.3201023, 'lat': 21.0718937}",0,107.32,21.07,1523725037,73.19,94,92,15.19
202,aklavik,ca,"{'lon': -135.010712, 'lat': 68.219131}",5882953,-135.01,68.22,1523721600,3.2,77,90,11.41
203,aykhal,ru,"{'lon': 111.5, 'lat': 66}",2027296,111.5,66.0,1523725039,38.81,97,88,15.48
204,ribeira grande,pt,"{'lon': -25.468349, 'lat': 37.804588}",8010689,-25.47,37.8,1523723400,60.8,72,20,18.34
206,mahebourg,mu,"{'lon': 57.700001, 'lat': -20.40806}",934322,57.7,-20.41,1523721600,78.8,74,75,18.34
207,tateyama,jp,"{'lon': 139.866669, 'lat': 34.98333}",1850523,139.87,34.98,1523722800,61.92,93,75,6.93
208,cadillac,us,"{'lon': -85.401161, 'lat': 44.251949}",4987617,-85.4,44.25,1523724240,28.76,92,90,27.51
209,tuktoyaktuk,ca,"{'lon': -133.037415, 'lat': 69.45414}",6170031,-133.04,69.45,1523721600,-4.01,76,75,9.17
210,bluff,nz,"{'lon': 168.333328, 'lat': -46.599998}",2206939,168.33,-46.6,1523725041,51.14,100,0,20.33
211,kokstad,za,"{'lon': 29.42412, 'lat': -30.54723}",988356,29.42,-30.55,1523725042,56.45,95,88,1.39
212,viligili,mv,"{'lon': 73.4850467, 'lat': 4.173125}",0,73.49,4.17,1523721600,84.2,74,75,8.05
213,ternate,id,"{'lon': 127.400002, 'lat': 0.8}",1624041,127.4,0.8,1523725043,83.27,100,20,4.07
214,rundu,na,"{'lon': 19.76667, 'lat': -17.933331}",3353383,19.77,-17.93,1523725043,82.01,37,92,7.25
215,havre-saint-pierre,ca,"{'lon': -63.598621, 'lat': 50.23344}",5972291,-63.6,50.23,1523721600,23.0,49,20,19.46
216,itarema,br,"{'lon': -39.91673979999999, 'lat': -2.9209642}",0,-39.92,-2.92,1523725044,79.76,100,56,5.08
217,avarua,ck,"{'lon': -159.774994, 'lat': -21.207781}",4035715,-159.78,-21.21,1523721600,77.0,83,75,13.87
218,tiznit,ma,"{'lon': -9.5, 'lat': 29.58333}",2527087,-9.5,29.58,1523725045,56.72,66,8,8.43
221,san cristobal,ec,"{'lon': -89.617439, 'lat': -0.9045000000000001}",3651949,-89.62,-0.9,1523725046,75.17,100,0,8.59
222,msanga,tz,"{'lon': 36.033329, 'lat': -6.05}",153046,36.03,-6.05,1523725046,70.13,72,36,9.55
223,luwuk,id,"{'lon': 122.787498, 'lat': -0.9516}",1637001,122.79,-0.95,1523725047,79.94,99,92,2.28
224,los llanos de aridane,es,"{'lon': -17.918209, 'lat': 28.65851}",2514651,-17.92,28.66,1523723400,69.8,56,20,11.41
225,faanui,pf,"{'lon': -151.75, 'lat': -16.48333}",4034551,-151.75,-16.48,1523725048,79.76,100,76,14.14
226,shelburne,ca,"{'lon': -80.204079, 'lat': 44.078701}",6145890,-80.2,44.08,1523723880,28.98,86,90,14.99
228,tilichiki,ru,"{'lon': 166.100006, 'lat': 60.466671}",2120591,166.1,60.47,1523725049,11.72,86,0,9.04
229,tyrma,ru,"{'lon': 132.166672, 'lat': 50.083328}",2014694,132.17,50.08,1523725049,27.83,72,56,3.85
230,wattegama,lk,"{'lon': 81.480797, 'lat': 6.7989}",1224061,81.48,6.8,1523725050,78.41,91,56,2.28
